"product_name","star","price","classification","website","distinction","description"
"Union Square Cafe","","Over 75 USD","Very comfortable","http://www.unionsquarecafe.com","The Plate • Fresh ingredients, carefully prepared: a good meal","Union Square Cafe is to NYC as steel is to skyscrapers, so regulars practically went into mourning when news broke that it was shuttering. But Danny Meyer doesn't disappoint, and when it re-opened nearly a year later in a shiny new locale, everyone breathed a sigh of relief-and promptly made reservations. Nobody does relaxed elegance like the aforementioned restaurateur, and this two-story space is no exception. Service is exemplary whether you're a local or Broadway star, and the menu is filled with upmarket takes on crowd faves-everything from the ever-popular burger to a silky and savory cauliflower sformato. And with an option like triple-layer espresso chocolate cake with locally roasted espresso ganache on the menu, you'd be crazy to skip dessert."
"Tuome","","25 - 50 USD","Comfortable","http://www.tuomenyc.com","The Plate • Fresh ingredients, carefully prepared: a good meal","This Asian-leaning contemporary gastropub employs classic technique for sublime results. The space itself is quite cozy, with two large wood-framed bay windows offering up plush purple seating, exposed brick walls, and flower arrangements backlit at the bar. Chef Thomas Chen has worked in the city's top kitchens, and he's a master at weaving together intriguing ingredients. Dinner might begin with a deviled egg reimagined with crispy fried panko, topped with a vivid red garlic chili sauce and micro herbs. Then move on to mouthwatering ripe watermelon, paired with creamy ricotta, faro and a chrysanthemum leaf. Don't miss the otherworldly chicken liver with sweet maple syrup, toasted milk bread, crunchy pepitas and crispy chicken skin."
"Uncle Boons","One  Star","25 - 50 USD","Quite comfortable","http://www.uncleboons.com","One Star • High quality cooking, worth a stop","Can’t fit in a trip to Thailand? No problem. This transporting little gem—compliments of talented husband-wife duo Matt Danzer and Ann Redding—brings the Northern Thai experience stateside with creative cuisine and whimsical drinks—Singha beer slushies anyone? Tucked along the eastern edge of Spring Street, the dining room is den-like. A vibrant crowd keeps the place popping through the night, as does the gentle stream of Thai pop music in the background. Though tables are mini, the kitchen feels immense in its creative vision—a window into where the magic happens offers views of a slow-rotating rotisserie and crackling embers. Danzer and Redding's dishes are certainly rooted in this nation's cuisine, but they give each dish a unique spin thereby infusing vibrant flavor into small plates, large plates, ""charcoal-grilled goodies,"" desserts and drinking snacks. Laab neuh gae features delicious ground lamb tossed with pickled onion, lime, and fish sauce, while a banana blossom salad with rotisserie chicken and buttery cashew nuts arrives in an appetizing coconut dressing. For an epic end, go for grilled pork jowl, topped with watermelon radish, salted duck yolk, and a shake of sawtooth herb."
"Tsushima","","25 - 50 USD","Quite comfortable","http://www.tsushimanyc.com","The Plate • Fresh ingredients, carefully prepared: a good meal","A shiny black awning marks the entrance to this slightly antiseptic yet considerably authentic sushi bar. A few rooms done in traditional Japanese style provide seating choices at this den, which hums with business groups on the run as well as neighborhood dwellers seeking fantastic value lunches and terrific quality sushi in the evening. Choose to dine at their sushi counter or at a table in the well-lit dining room, attended to by speedy servers. Then, dive in to generously sized lunch specials featuring perhaps a colorful chirashi, headlining yellowtail, salmon, tamago, and amberjack set deftly over well-seasoned sushi rice. Sticky glazed eel, nicely grilled and plenty fatty, is an absolute must, as is the impressive omakase for dinner."
"Tre Otto","","25 - 50 USD","Quite comfortable","http://www.treotto.com","The Plate • Fresh ingredients, carefully prepared: a good meal","East Harlem's favorite neighborhood trattoria has triumphantly returned following a move next door. Thanks to proprietors Louis and Lauren Cangiano, the popular surrounds-complete with cheery red walls, exposed brick, and penny-tile floors-are as cozy and welcoming as ever. Tre Otto's mouthwatering menu boasts home-style dishes made from recipes gathered over time. Antipasti include a luscious salad of shaved fennel and orange segments crowned by tender grilled octopus drizzled with zesty salmoriglio sauce. Freshly made trenette pasta is twirled with pesto Trapanese, a divinely rich combination of tomatoes, almonds, garlic, and basil; while the flavors of pizza, topped with red onions, capers, and tuna, call Sicily's sparkling coastline to mind."
"Tribeca Grill","","50 - 75 USD","Quite comfortable","http://www.myriadrestaurantgroup.com","The Plate • Fresh ingredients, carefully prepared: a good meal","Beckoning business titans day and night, this corner restaurant is a destination for its big, bright dining room with well-spaced tables. Wall-to-wall windows overlook two quintessential TriBeCa streets, while exposed brick, moody artwork, and a spectacular bar smack in the center of the room complete the refined vibe. Gigantone, large tubular pasta loaded with braised short rib Bolognese beneath a dollop of fresh sheep's milk ricotta, makes a rich start to a meal. The decadence continues with seared scallops over creamy carrot risotto, topped with a truffled-Madeira vinaigrette, and brought over the top with a few fragrant shavings of black truffle. Desserts are as classic as the space; try the banana tart with malted chocolate and pecan ice cream."
"Trattoria L'incontro","","25 - 50 USD","Quite comfortable","http://www.trattorialincontro.com","The Plate • Fresh ingredients, carefully prepared: a good meal","A litany of delights sets the stage for an entertaining evening at this beloved institution of Italian-American pleasure. Frescoes of tranquil Italian scenes adorn coral walls in the unfussy dining room, complete with white-clothed tables spread at an ample distance. Service is relaxed, professional, and even theatrical in their performance of reciting special upon special. Flavors are classic and robust, from eggplant rollatini stuffed with ricotta and herbs to the ravioli golosi, filled with both ground filet and veal, then topped with a sauce of mushrooms and sausage. Tender veal scaloppini is gently dredged and pan-fried, then bathed in a silky sauce of wine, butter, garlic, and lemon. Crunching through crisp cannoli is a divine finale."
"Tra Di Noi","","25 - 50 USD","Comfortable","http://www.tradinoi.com","Bib Gourmand • Inspectors’ favourites for good value","Decked out with crimson walls and red checkered tablecloths, this is the kind of place where diners feel like they're in on a delicious secret-and that's no coincidence, as Tra Di Noi is Italian for ""between us."" Responsible for the success behind this tiny spot is Chef/owner Marco Coletta, who directs the front and back of house with the precision of an air traffic controller and the passion of an Italian nonno. This sincerity shines through in the cooking, from the ethereally light gnocchi di patate in a rich lamb ragù to the quickly pan-fried fillet of sole Francese nestled in a creamy lemon sauce with shrimp, parsley, and white wine. Only a few desserts are on offer, and all are made in house. For a classic finale, go with the ricotta cheesecake."
"Tito Rad's Grill","","Under 25 USD","Quite comfortable","http://www.titorads.com","The Plate • Fresh ingredients, carefully prepared: a good meal","This eclectic grill seduces with its perfectly encapsulated fusion of the Malay, Spanish, Chinese, and Japanese flavors that typify the wholly unique cuisine of the Philippines. Cozy touches accent the décor and a mix of light stone with dark wood strikes just the right balance between contemporary and familiar. Bold and generously portioned, the authentic specialties here have amassed a devout following. Highlights from the extensive pork- and seafood-dominated menu might include binagoongang baboy, tender chunks of pork cooked in a shrimp paste-sparked sauce made rich with melted fat; and adobo fried rice studded with crunchy and delicious bits of pork belly skin. If it's on offer, be sure to opt for the inihaw na panga or grilled tuna jaw."
"Tori Shin","One  Star","50 - 75 USD","Quite comfortable","http://www.torishinny.com","One Star • High quality cooking, worth a stop","Chefs Shu Ikeda and Atsushi Kono continue to honor the art of grilling at this popular and much loved destination. A small bar pouring sake, shochu, and Japanese whiskey welcomes patrons into the multi-level dining room, featuring myriad table seating options that include a mezzanine with gold leaf walls. However, nothing compares to the entertainment of sitting at the counter, in front of the chefs fanning charcoal. This may be a serious and sophisticated restaurant, but the warm service as well as the upbeat atmosphere keep it approachable. The focus is on organically raised chicken parts sizzling over the binchotan-fired grill, where embers are coaxed or cooled with extreme care. A varied selection of skewers is the high point of dining here, so be sure to try crisped wing, seared heart, and creamy liver—all of which need nothing more than a few grains of salt to impart true flavor. The omakase is a worthy progression that might include kara-age, chicken and duck tsukune, blistered shishito peppers, and bowls of springy ramen. If you're here with friends, go à la carte as it's an ideal way to sample a host of options, which may also unveil favorites like chicken cha-shu."
"Tiny's","","25 - 50 USD","Comfortable. Our most delightful places","http://www.tinysnyc.com","The Plate • Fresh ingredients, carefully prepared: a good meal","The name says it all-Tiny's is indeed tiny, but in that old New York, wood-burning fire, and pressed-tin ceiling kind of way. Enter this narrow Federal-style home (c. 1810) and sidle up to the beautiful people along the pew seats that overlook a poster of the Marlboro Man. Alternatively, head on up to the suitably named Bar Upstairs. The setting is so rich with character that one could simply be satisfied by Tiny's fine burger, featuring dry-aged rib-eye and a side of cheddar tater tots. However, this is a surprisingly ambitious kitchen turning out some very clever dishes. The wild Coho salmon for example, is grilled to specification and plated with vadouvan-spiced beurre blanc; while the vanilla flan slicked with cold caramel syrup makes a wonderful finale."
"Timna","","25 - 50 USD","Comfortable","http://www.timna.nyc","The Plate • Fresh ingredients, carefully prepared: a good meal","Diners may end up arguing about which of Timna's appetizing and complex Middle Eastern dishes is the most memorable, but almost everything whipped up by Chef Nir Mesika will have you buzzing. Tucked below street level, this deep and narrow space features plenty of exposed brick, as well as a welcoming bar located up front. Start with the addictive kubaneh, a Yemenite brioche-and-challah hybrid served with crushed tomato sauce, butter-thick yogurt, and jalapeño salsa. For a refreshing treat, dive in to the Chinatown salad-glass noodles tossed with a pesto of fragrant herbs, palm sugar, and fish sauce, then topped with crispy tempura green beans. Finish the evening with a yuzu tart featuring piña colada-panna cotta and sweet strawberry coulis."
"Tía Pol","","Under 25 USD","Comfortable","http://www.tiapol.com","The Plate • Fresh ingredients, carefully prepared: a good meal","You'll think you've died and gone to Barcelona. This cozy little tapas den kicks up to boisterous levels in its bustling and festive front area, where servers uncork bottles and the wine flows as guests cue up for tables in the front or back dining room. The wait is all part of the fun, of course, and service is as cheery, efficient and casual as you'd hope it to be. Originally opened in 2004, owners Heather Belz & Mani Dawes offer a scrumptious array of small plates like creamy black rice plated with shaved cuttlefish and pale green parsley purée; or a thick wedge of potato-studded tortilla Española, laced with delicious garlicky aïoli. Don't miss the skirt steak, a must-try when it hits the specials menu."
"The Stanton Social","","25 - 50 USD","Quite comfortable","http://www.thestantonsocial.com","The Plate • Fresh ingredients, carefully prepared: a good meal","This stylish downtown looker has been going strong for over a decade now. Unlike the hip spots that burn brightly then fade, The Stanton Social still has the stuff-best evidenced, perhaps, by the throngs of beautiful young things that fill its seats every weekend. That said, it's not so cool that you won't find a family with kids squeaking through the door for an early dinner. Inside the generous space, you'll find sultry purple velvet booths and dark wooden tables. The thumping music and dim lights give it a clubby vibe, as does the bar and lounge upstairs. The food is equally eclectic and playful, with a delicious shareable menu that includes the popular French onion soup dumplings, a ""Big Sexy Burger,"" and Mexican street corn ravioli."
"The Simone","","50 - 75 USD","Quite comfortable","http://www.thesimonerestaurant.com","The Plate • Fresh ingredients, carefully prepared: a good meal","Chef Chip Smith and wife Tina Vaughn prove hospitality isn't dead at their posh dining room, where genuine service and excellent cuisine have Upper East Siders giddy. Menus ask diners to refrain from cellphone usage, proving that this is an endearingly old-school spot despite its young age. And the bonhomie present sets the perfect tone for astute cooking. Agnolotti filled with parsnip purée and garnished by crunchy hazelnuts boasts an impeccable start. Then savor a cylinder of flounder, luxuriously scented with Perigord black truffle and served alongside shaved carrots formed into a gratin-like cake and frilled with breadcrumbs. For a true-blue finish, try the Alsatian apple tart topped with torched custard and a single scoop of prune-Armagnac ice cream."
"The Waverly Inn","","Over 75 USD","Quite comfortable. Our most delightful places","http://www.waverlynyc.com","The Plate • Fresh ingredients, carefully prepared: a good meal","Even a good chunk of years into its charmed existence, it's still the case that one feels very lucky to score a table at Graydon Carter's Waverly Inn-though it's not for the privilege of mixing with the A-List crowd so much as the absolutely outstanding food. Of course, the beautifully renovated 1844 townhouse plays a part too. It spent many of its interim years as a tavern, and its red leather booths, ornate fireplaces and lovely, ivy-covered atrium retain a certain sexy, speakeasy appeal. Everything on the menu is truly sublime: a silky foie gras torchon arrives with bright, juicy melon and pine nut brittle; while creamy Dover sole is delicately browned in butter, then coated in a decadent Hollandaise and served with bright green haricots verts."
"The Sea Grill","","50 - 75 USD","Very comfortable","http://www.patinagroup.com","The Plate • Fresh ingredients, carefully prepared: a good meal","This seafood-centric grill looks onto the iconic Rockefeller Center ice-skating rink and is framed by a wall of windows. Inside, find a cool aqua-accented space that inspires dressing up. Yes, tourists flock here after a spin on the ice, but it is also popular among business crowds-especially at lunch when the bar is bustling with sharp suits munching on lobster tail with a martini on the side. The food itself is light and fresh. In-season you may find soft-shelled crab, served alongside a seaweed salad with citrus-marinated hearts of palm. The Northeast supplies many local seafood choices, such as the Block Island golden snapper a la plancha, with tangy cherry-tomato vinaigrette. Dependable and familiar classics like jumbo lump crab cakes are also on offer."
"The Little Beet Table","","25 - 50 USD","Quite comfortable","http://www.thelittlebeettable.com","The Plate • Fresh ingredients, carefully prepared: a good meal","A healthy, wholesome, gluten-free, ""vegetable forward"" menu may sound as appealing as dining with that overly earnest, mildly pious relative you know you should see more often, but in truth there is something irredeemably cute about this more formal offshoot of fast-casual Little Beet. The menu is divided into four sections-small plates, salads, vegetables and mains-but the sizes of dishes vary considerably so it's best to use price as a guide and assemble your own feast. Highlights include crispy pearl rice with shishito peppers and, of course, anything with beets-especially good here when partnered with caramelized fennel. There is actually more meat on the menu that you might expect-the organic herb-roasted chicken is well worth ordering."
"The Farm on Adderley","","25 - 50 USD","Quite comfortable","http://www.thefarmonadderley.com","The Plate • Fresh ingredients, carefully prepared: a good meal","It's easy to fall in love with The Farm on Adderley with its cozy bar, enclosed back garden, and softly lit dining room, which oozes bonhomie. And then of course, there's the farm-to-table food: neighborhood regulars and borough-hopping gastronomes pack this charmer night and day for irresistible dishes that may include fluffy cheddar omelets. Brunch is a standout as well, but really, any meal here is bound to sate. Kick things off with a bright green salad, dotted with pickled red onion, thick slices of heirloom tomato and plump red raspberries. Then, try a tender nest of spaghettini laced with fresh tomato, briny capers, anchovies, and breadcrumbs; or opt for sizzling pork paired with sunchoke confit and crunchy pistachios."
"The River Café","One  Star","Over 75 USD","Very comfortable. Our most delightful places","http://www.therivercafe.com","One Star • High quality cooking, worth a stop","Thanks to its enviable location and stunning skyline vistas, this waterside favorite more than lives up to its reputation as one of the dreamiest escapes in town. Delicate details like fresh, fragrant flowers, beautifully set tables, and cozy rattan chairs make for romantic environs—and though the tight space has a way of turning intimate whispers into public displays of affection, all will be forgiven after a bite or two of Chef Brad Steelman’s solid-as-ever cuisine. Launch into plump wild shrimp smothered in creamy Hollandaise and served with crunchy white asparagus for added texture; or the perfectly crisped crab cake arranged with decadent uni, avocado, and a light herb salad. Pearly white halibut with roasted maitakes is a testament to the kitchen’s focus on simplicity and supreme freshness, while a glistening rack of mint- and mustard seed-glazed lamb—charred on the outside with an evenly pink interior—exemplifies its artistry. Enjoy dessert, as the mouthwatering offerings (think milk chocolate soufflé with melted marshmallow, or dark chocolate marquise topped with a replica of the nearby Brooklyn Bridge) are a veritable education in soigné presentations and sumptuous flavors."
"The Good Fork","","25 - 50 USD","Comfortable","http://www.goodfork.com","Bib Gourmand • Inspectors’ favourites for good value","The Good Fork is a perfect neighborhood restaurant with a serious local following. Located on the food-centric Van Brunt Street near the Red Hook Waterfront, this inviting spot swaps New York pretense for pure passion-it's the dream of a married couple who built the restaurant from scratch, literally. Co-owner Ben Schneider crafted the space, while his classically trained wife, Chef Sohui Kim, helms the kitchen. Her cuisine emphasizes Korean and other global flavors, as well as a commitment to locality. Homemade dumplings are filled with nicely seasoned pork, crisped, and served with black vinegar dipping sauce. Market-fresh bluefish is not only superbly cooked but creatively served with buttery taro root mash, citrus sauce, and pickled radish."
"The Finch","One  Star","25 - 50 USD","Quite comfortable","http://www.thefinchnyc.com","One Star • High quality cooking, worth a stop","If you’ve ever had Brooklyn envy, buckle your seatbelt. Tucked among rows of brownstones straight off the set of a movie, The Finch’s charming location pulls at your heart strings long before Chef Gabe McMackin’s outrageously good food warms your soul. Duck behind the bright blue façade, and things get even better: a warm staff welcomes you to a charming, rustic décor, replete with wood beam ceilings and farmhouse chairs. At the heart of this expansive space, which sprawls out into a series of cozy nooks, is an open kitchen where the chef extraordinaire guides his team to excellence before an audience of diners seated at a Carrara marble counter. Modern yet comforting, McMackin's dishes mix skill and personality. The food is well-executed, satisfying and carefully sourced-from tender shishito peppers, blistered to perfection, with a squirt of lemon and crunchy sea salt, to shaved lamb tongue with fennel, green olives, orange and chili. Chewy cavatelli with yellow foot chanterelles, broccoli rabe, nettles and smoked yolk is yet another highlight, while slices of spot-on Berkshire pork fanned over Calypso beans, littleneck clams, chicory and a sumptuously spicy broth is a fine way to end the affair."
"The Dutch","","50 - 75 USD","Quite comfortable","http://www.thedutchnyc.com","The Plate • Fresh ingredients, carefully prepared: a good meal","Buzzy and beloved since day one, Chef Andrew Carmellini's The Dutch quickly became a major hit and SoHo institution. Its primo corner windows open on to the sidewalk, tempting guests inside with a stocked oyster bar, cozy banquettes, and sharply dressed service staff. The menu is just as seductive as the space, familiar but with fresh updates. Highlights include a roundabout take on the plump fried oyster po' boy, made here with mustard-pickled okra remoulade. Tasty pastas refresh the menu consistently; you might find black rigatini tossed with tender squid and spicy pork sausage, finished with fiery breadcrumbs. Desserts are divine, with fresh pies made daily, such as salted lime with passion fruit, nata de coco, and coconut sorbet."
"The Clam","","25 - 50 USD","Quite comfortable","http://www.theclamnyc.com","The Plate • Fresh ingredients, carefully prepared: a good meal","Hugging a corner of the West Village, this shellfish charmer is courtesy of Mike Price and Joey Campanaro. The restaurant's huge windows flood the space with daylight, showing off exposed white brick walls and dark wood accents; by night, pretty sconces cast a soft cozy glow. You should be prepared to wait (and yes, it's worth it), but the bustling bar is a fun spot to gather with friends. The focus at The Clam is, of course, its namesake ingredient, but the menu also features seafood, meat and vegetarian options. Try a delicious tangle of spaghetti and clams in a bright red sauce with glistening greens, chili pepper and scallions; or crispy sweet pea risotto balls served over charred onion-chili crema. The gingerbread ice cream sandwich is unbeatable."
"The Clocktower","One  Star","50 - 75 USD","Very comfortable","http://www.theclocktowernyc.com","One Star • High quality cooking, worth a stop","Nothing shouts “Brit” like a billiards room and there’s one to be enjoyed at this swanky dining den of the Edition hotel—a collaboration between restaurateur Stephen Starr and British chef Jason Atherton. The space shares the same decorative style as sibling Berners Tavern, which is housed inside the London Edition, with high ceilings, handsome wood-paneling, and every inch of wall space covered with framed pictures of the good and great. But whereas the London elder is one huge room, this handsome retreat comes divided into three manageable sections, all attended to by a cadre of affable and attentive service staff. There's a subtle and contemporary British accent to the menu too. Their version of fish and chips takes the national dish to a whole new level, with sweet English peas and triple-cooked chips, while a chutney made from plum and shallots is served with tender roasted Long Island duck and woodsy chanterelles. However, there are other European influences at play, so you may start with a decadent crab and uni risotto, or perfectly done quail and pigeon pie. Make sure to end this feast by sharing a plump, bronzed apple tarte Tatin for two coupled with vanilla ice cream."
"The Black Ant","","25 - 50 USD","Quite comfortable","http://www.blackantnyc.com","The Plate • Fresh ingredients, carefully prepared: a good meal","Bringing a dose of Mexico City chic to the area, this restaurant takes its name from the ancient Mesoamerican fable of an ant and incorporates that imagery throughout the setting. Black-and-white checkerboard flooring, wall tiles bearing the insect's motif, and a very cool giant ant mural reinforce the theme. The menu is an unrestricted look at this nation's cuisine. It is only fitting that specialties here include the Climbing Ant cocktail with tequila, Aperol, and mole bitters; guacamole seasoned with crushed ant salt; and grasshopper-crusted shrimp tacos. Bug-free creations are just as appealing, as in tacos with battered and fried cod cheek, aïoli, and cabbage-mango slaw. For a more traditional but moodier experience, stop by Ofrenda in the West Village."
"The Breslin","One  Star","50 - 75 USD","Comfortable. Our most delightful places","http://www.thebreslin.com","One Star • High quality cooking, worth a stop","Many a culinary crime has been committed in the name of the Scotch egg. However, if you order one here at April Bloomfield’s famed gastropub to enjoy while you scan the menu, you’ll be presented with one that is a thing of such beauty it’ll induce a tear of national pride in every passing Brit. The decorative style in this dining room is that of an English pub designed by an amnesiac émigré. It certainly captures the essence of your typical taproom and has touches of whimsy that every good “local” boasts. However, it also has pure New York City DNA running through it and is an integral part of the Ace Hotel to which it is attached. Come during lunchtime and there's a decently priced set menu, which may include, perhaps with a hint of irony, chicken tikka masala. It's really best to visit for dinner though, when the vibe and the low-level lighting make more sense and the menu is more extensive. Pub food is about bold flavors and familiar combinations, so the lamb burger is a perennial favorite here. But look out for other delights like curried lamb shank or pork shoulder with pancetta, both of which go very well with a pint of Spotted Pig bitter-as indeed does a Scotch egg."
"The Beatrice Inn","","Over 75 USD","Quite comfortable. Our most delightful places","http://www.thebeatriceinn.com","The Plate • Fresh ingredients, carefully prepared: a good meal","Its glitzy and glamorous history makes this one of those restaurants about which everyone has an opinion-regardless of whether they've been here or not. The celebrity cavalcade may have now moved on, but that appealing sense of speakeasy secrecy remains, with its low ceiling and even lower lighting adding to the sense of intimacy and intrigue. Chef/co-owner Angie Mar has produced a classic chophouse menu, where meat is king. There are plenty of dishes for sharing, whether that's the dry-aged rack of lamb or the applewood-smoked rabbit, but even standard dishes designed for one are on the hefty size. Flavors are big and bold but the richness of the meat is balanced by a judicious use of herbs and fruits. That said, make sure you come hungry."
"Thai Rock","","25 - 50 USD","Comfortable","http://www.thairock.us","The Plate • Fresh ingredients, carefully prepared: a good meal","The ""rock"" in Thai Rock is not just a reference to the restaurant's location in the beachside Rockaways, but a nod to the live music that takes over after the sun dips down. Inside, you'll find tightly packed wooden tables and comfortable high-backed chairs, but the large uncovered patio overlooking the bay is certainly the place to be come summer. The menu covers the usual Thai standards-think pad Thai, curries, and various stir fries-as well as a few Northern Thai specialties, with aplomb. Don't miss the plump and tender dumplings stuffed with crunchy turnips, peanuts, and fragrant garlic; refreshing chicken larb gai, laced with a bright and zesty lime sauce featuring mint and scallion; or the delicious and very savory Issan sausage."
"Tempura Matsui","One  Star","Over 75 USD","Quite comfortable","http://www.tempuramatsui.com","One Star • High quality cooking, worth a stop","Tempura may be considered a more common pleasure in Japan, but it has been refined to an art form at this home to succulent morsels of fish and vegetables. There is no equal in the city and the kitchen’s delicate hand and authenticity is particularly clear in the lightly seasoned batter that sparingly coats each bit of food before it is quickly fried and rendered crisp. The skill here is so great that they could probably get away with serving lesser quality fish, but still, these are often imported from Tsukiji market in Tokyo at their peak of freshness. Don’t miss the sweet shrimp wrapped in shiso leaf and butterflied Japanese whiting served with purple sweet potato. Meals are bookended with premium sashimi and cooked dishes that are just as enticing, like seared butterfish with a tiny radish, spring pea, and onion. Tilefish is prepared with flavors that seem to conjure spring thanks to cherry leaves, uni, and braised broccoli over sticky rice with sesame and goji berries. The best place to appreciate the kitchen's artistry is from the counter where chefs can be found carefully dipping each little golden nugget of food in and out of boiling oil, then promptly placing it before you."
"Temple Court","","Over 75 USD","Very comfortable. Our most delightful places","http://www.templecourtnyc.com","The Plate • Fresh ingredients, carefully prepared: a good meal","Tucked inside the Financial District's Beekman Hotel, which marries old-school glamour with modern indulgences, Temple Court is a stunning addition to the neighborhood. This culinary and architectural feat hails from the Colicchio restaurant family, and Chef Bryan Hunt composes dishes that live up to the hype. Think silky foie gras with bright persimmon; diver scallops with leeks and black truffles; rabbit schnitzel with pistachio; or tender lamb with Niçoise olives, Swiss chard and lemon confit. The lush dining room finds its match in stunning, ceiling-high stained glass windows. But don't leave until you've taken a spin through the adjacent Bar Room, which offers a bevy of serious cocktails and the chance to ogle the impressive nine-level atrium."
"Taverna Kyclades","","Under 25 USD","Comfortable","http://www.tavernakyclades.com","The Plate • Fresh ingredients, carefully prepared: a good meal","Forget the no-frills surroundings and focus instead on the fantastically fresh fish. This beloved Greek spot (with a second location in the East Village) has folks happily dining elbow to elbow in a tiny yet lively space where the bustling kitchen is in view and seafaring scenes paint the walls. Quick, straightforward servers may address you in Greek if you look the part-that's just how local it gets here. Grab a seat on the enclosed patio for some serenity and get things going with garlicky and bubbling hot crab-stuffed clams; or the cold, classic trio of powerful skordalia, cooling tzatziki, and briny taramosalata served with toasted pita triangles. Order a side of horta (steamed escarole and dandelion) to accompany a plate of sweet and delicate mullets, served with a side of lemon potatoes."
"Tastings Social Presents Mountain Bird","","25 - 50 USD","Quite comfortable","http://www.tastingsnyc.com","The Plate • Fresh ingredients, carefully prepared: a good meal","The inspiration for Chef Kenichi Tajima and wife Keiko's popular venture no doubt sprung from the popularity of their initial and well-loved incarnation of Mountain Bird. It's clear they were missed, as this hot spot in collaboration with the events organization Tastings Social, stays hopping most nights. This area has wanted for serious food for a while, and Mountain Bird brings it with style-the dining space, tucked into the ground floor of a red rowhouse, is intimate with a small bar and a smattering of wood tables. As the name implies, the menu bears a whimsical devotion to poultry, featuring dishes like hand-cut ostrich tartare; black truffle chicken wings and duck leg-and-turkey sausage cassoulet; along with a nightly seafood and vegetarian option."
"Tanoreen","","25 - 50 USD","Quite comfortable","http://www.tanoreen.com","Bib Gourmand • Inspectors’ favourites for good value","One of the city's finest Middle Eastern experiences is tucked into an unassuming Bay Ridge corner and run by Chef/owner Rawia Bishara and her daughter. Meals graciously commence with pickled vegetables and za'atar-dusted flatbread and are followed by a tableful of unique plates brimming with flavors and colors. Turkish salad is actually a bright red tomato spread, shot with harissa and dressed with bits of diced cucumber and a drizzle of excellent olive oil. Appetizers are numerous, but try to fit in the chicken fetti: an entrée of basmati rice pilaf studded with toasted, broken vermicelli and topped with spicy bits of chicken, slivered toasted almonds, a generous drizzle of yogurt-tahini sauce, and chopped parsley for a fresh, final note."
"Tanoshi","","50 - 75 USD","Comfortable","http://www.tanoshisushinyc.com","The Plate • Fresh ingredients, carefully prepared: a good meal","Tanoshi isn't exactly the ""sushi and sake bar"" that the awning lists. It is BYO, so no sake, and a clipboard posted outside the door lists reservations for their two distinct dining rooms. (The right side is nicer.) Settle into Chef Toshio Oguma's true expression of Edomae sushi, as you forgive the lacking service and ambience. Lunch is a limited affair, so come for dinner when it is omakase-only, with the exception of a few handwritten specials. But all that is second to the sushi, which is crafted from loosely formed mounds of warm, akazu-seasoned rice and topped with perfect fish. Highlights include New Zealand king salmon that melts in the mouth, tender amberjack with marinated cherry leaf, as well as bigeye tuna crowned with wisps of kelp."
"Tamarind","","50 - 75 USD","Very comfortable","http://www.tamarindrestaurantsnyc.com","The Plate • Fresh ingredients, carefully prepared: a good meal","Building Tamarind cost a cool five million, and it shows-every inch of this soaring space oozes with grandeur. With its classic TriBeCa edifice and gorgeous marble bar (an ideal perch for post-work indulgence), the glass-fronted behemoth draws a posh crowd of Wall Streeters and well-heeled locals. Most impressive of all is the sleek display kitchen, outfitted with a gleaming tandoor that turns out exceptional Mughlai food like nawab shami kabab (lamb patties seasoned with ginger) and hara bhara kabab (pearl-white paneer mingled with bright emerald-green spinach). While service is mediocre at best and the kitchen may fall behind at peak times, mains like kolambi pola (prawns in a coconut-and-chili curry) make up for any gaffes and guarantee a return visit."
"Taboon","","25 - 50 USD","Quite comfortable","http://www.taboononline.com","The Plate • Fresh ingredients, carefully prepared: a good meal","Taboon's namesake brick-walled, wood-fired oven is burning a bit brighter these days since Chef Efi Nahon has returned to Hell's Kitchen's finest Middle Eastern dining room. That oven not only provides a heartwarming welcome and sets the whitewashed interior aglow, but it is also responsible for baking an incredible plank of bread that is alone worth a trip here. Bring friends because this midtown marvel's menu is best enjoyed by grazing the list of zesty meze like house-made scallop and crab sausage shakshooka with poached quail egg, or a wild mushroom bread pudding with creamy taleggio and romesco. Vegetables aren't spared the flames either, as evident in a luscious and healthy pile of roasted broccolini splashed with orange oil."
"Yopparai","","50 - 75 USD","Comfortable. Our most delightful places","http://www.yopparainyc.com","The Plate • Fresh ingredients, carefully prepared: a good meal","Guests ring a buzzer to gain access to this clandestine izakaya. Inside, you'll find a stylish, serene cubby hole-reservations are a must on popular nights-where every point of your experience has been thoughtfully considered, from the two-person bar stools to the kimono-clad servers with answers at the ready. Two chefs perform their magic in view: one works the grill station while the other tackles sashimi and steamed dishes. A small kitchen in the back pushes out occasional items as well. The menu offers barbecue dishes, robata specials, as well as other seasonal delights. But you'll have the most fun ordering a little of everything-each new presentation is truly an artful revelation. Housed just down the block, Azasu is the modern and much loved sibling."
